No,card,age,sex,withdrawal_days,count,CP
52575,A,30,1,#VALUE!,1,0
52576,A,26,1,#VALUE!,1,0
52577,A,26,1,#VALUE!,1,0
52578,B,29,1,#VALUE!,1,0
52579,A,24,1,#VALUE!,1,0
52580,B,31,1,#VALUE!,1,0
52581,R,29,0,#VALUE!,1,0
52582,A,75,1,#VALUE!,1,0
52583,A,87,1,#VALUE!,1,0
52584,A,54,1,#VALUE!,1,0
52585,A,29,1,#VALUE!,1,0
52586,B,27,0,340,1,0
52587,B,23,1,#VALUE!,1,0
52588,A,60,1,#VALUE!,1,0
52589,A,25,1,#VALUE!,1,0
52590,R,30,1,#VALUE!,1,0
52591,B,26,1,#VALUE!,1,0
52592,A,56,0,#VALUE!,1,0
52593,R,25,1,#VALUE!,1,0
52594,B,25,0,171,1,0
52595,A,24,1,#VALUE!,1,0
52596,R,30,0,#VALUE!,1,0
52597,B,29,1,#VALUE!,1,0
52598,B,41,1,#VALUE!,1,0
52599,R,25,1,#VALUE!,1,0
52600,R,32,1,#VALUE!,1,0
52601,R,29,1,#VALUE!,1,0
52602,B,29,0,255,1,0
52603,R,25,1,#VALUE!,1,0
52604,B,33,1,#VALUE!,1,0
52605,R,23,1,#VALUE!,1,0
52606,B,60,1,#VALUE!,1,0
52607,A,27,1,#VALUE!,1,0
52608,B,28,1,#VALUE!,1,0
52609,R,57,1,#VALUE!,1,0
52610,A,51,1,#VALUE!,1,0
52611,A,23,1,#VALUE!,1,0
52612,R,50,1,#VALUE!,1,0
52613,A,25,1,#VALUE!,1,0
52614,A,67,1,#VALUE!,1,0
52615,A,54,1,#VALUE!,1,0
52616,A,21,1,#VALUE!,1,0
52617,R,41,1,#VALUE!,1,0
52618,A,45,1,369,1,0
52619,A,32,1,#VALUE!,1,0
52620,B,63,1,#VALUE!,1,0
52621,A,57,1,#VALUE!,1,0
52622,R,69,1,#VALUE!,1,0
52623,B,24,0,508,1,0
52624,A,45,1,#VALUE!,1,0
52625,B,57,0,#VALUE!,1,0
52626,B,30,1,#VALUE!,1,0
52627,A,32,1,#VALUE!,1,0
52628,A,20,1,#VALUE!,1,0
52629,B,35,1,#VALUE!,1,0
52630,R,26,1,#VALUE!,1,0
52631,A,33,1,#VALUE!,1,0
52632,B,27,1,#VALUE!,1,0
52633,A,27,1,#VALUE!,1,0
52634,R,27,1,#VALUE!,1,0
52635,R,23,1,#VALUE!,1,0
52636,B,27,1,#VALUE!,1,0
52637,A,27,1,614,1,0
52638,B,25,1,#VALUE!,1,0
52639,A,26,1,#VALUE!,1,0
52640,R,24,1,#VALUE!,1,0
52641,B,26,1,#VALUE!,1,0
52642,R,31,1,#VALUE!,1,0
52643,R,32,1,#VALUE!,1,0
52644,A,25,1,#VALUE!,1,0
52645,B,54,1,#VALUE!,1,0
52646,B,23,1,#VALUE!,1,0
52647,A,26,1,#VALUE!,1,0
52648,A,28,1,#VALUE!,1,0
52649,B,28,1,#VALUE!,1,0
52650,A,36,1,#VALUE!,1,0
52651,A,27,1,#VALUE!,1,0
52652,A,38,1,#VALUE!,1,0
52653,R,28,1,335,1,0
52654,R,29,1,#VALUE!,1,0
52655,A,24,1,#VALUE!,1,0
52656,R,28,1,#VALUE!,1,0
52657,B,24,1,#VALUE!,1,0
52658,B,31,1,#VALUE!,1,0
52659,A,47,1,#VALUE!,1,0
52660,A,28,0,249,1,0
52661,A,50,1,#VALUE!,1,0
52662,A,30,1,#VALUE!,1,0
52663,R,51,1,#VALUE!,1,0
52664,R,37,0,#VALUE!,1,0
52665,A,27,1,#VALUE!,1,0
52666,R,28,1,#VALUE!,1,0
52667,A,42,1,#VALUE!,1,0
52668,A,63,1,#VALUE!,1,0
52669,A,27,1,#VALUE!,1,0
52670,B,53,1,#VALUE!,1,0
52671,R,69,1,#VALUE!,1,0
52672,A,62,1,#VALUE!,1,0
52673,A,49,1,298,1,0
52674,B,58,1,#VALUE!,1,0
52675,R,49,0,#VALUE!,1,0
52676,A,63,0,#VALUE!,1,0
52677,A,39,1,#VALUE!,1,0
52678,A,49,1,#VALUE!,1,0
52679,R,46,0,#VALUE!,1,0
52680,A,40,1,#VALUE!,1,0
52681,A,53,1,#VALUE!,1,0
52682,A,55,1,359,1,0
52683,A,52,0,#VALUE!,1,0
52684,A,32,1,#VALUE!,1,0
52685,A,44,0,#VALUE!,1,0
52686,B,35,0,#VALUE!,1,0
52687,B,32,0,331,1,0
52688,A,65,1,396,1,0
52689,B,60,0,#VALUE!,1,0
52690,B,30,1,#VALUE!,1,0
52691,B,32,1,#VALUE!,1,0
52692,B,78,1,#VALUE!,1,0
52693,A,30,1,#VALUE!,1,0
52694,B,60,0,#VALUE!,1,0
52695,A,33,0,#VALUE!,1,0
52696,A,37,1,#VALUE!,1,0
52697,B,43,1,#VALUE!,1,0
52698,A,33,1,#VALUE!,1,0
52699,R,37,1,206,1,0
52700,R,33,1,#VALUE!,1,0
52701,B,30,1,#VALUE!,1,0
52702,R,60,0,#VALUE!,1,0
52703,A,45,1,289,1,0
52704,R,42,1,#VALUE!,1,0
52705,A,46,0,#VALUE!,1,0
52706,R,50,1,#VALUE!,1,0
52707,A,57,1,#VALUE!,1,0
52708,A,77,1,#VALUE!,1,0
52709,R,52,1,#VALUE!,1,0
52710,R,56,0,#VALUE!,1,0
52711,R,25,1,#VALUE!,1,0
52712,B,24,1,#VALUE!,1,0
52713,B,27,1,#VALUE!,1,0
52714,A,20,1,#VALUE!,1,0
52715,A,26,1,#VALUE!,1,0
52716,R,26,1,#VALUE!,1,0
52717,A,53,1,323,1,0
52718,A,47,0,#VALUE!,1,0
52719,R,46,1,#VALUE!,1,0
52720,R,51,1,#VALUE!,1,0
52721,A,31,1,#VALUE!,1,0
52722,A,27,1,#VALUE!,1,0
52723,A,37,1,#VALUE!,1,0
52724,R,58,1,#VALUE!,1,0
52725,B,53,1,#VALUE!,1,0
52726,A,58,1,#VALUE!,1,0
52727,A,55,1,#VALUE!,1,0
52728,B,26,1,#VALUE!,1,0
52729,A,74,1,54,1,0
52730,B,25,1,#VALUE!,1,0
52731,B,24,1,#VALUE!,1,0
52732,R,48,1,#VALUE!,1,0
52733,B,34,0,#VALUE!,1,0
52734,B,55,1,#VALUE!,1,0
52735,A,50,1,#VALUE!,1,0
52736,A,22,1,#VALUE!,1,0
52737,A,26,0,#VALUE!,1,0
52738,A,37,1,#VALUE!,1,0
52739,A,28,1,#VALUE!,1,0
52740,A,31,1,#VALUE!,1,0
52741,B,53,0,#VALUE!,1,0
52742,R,24,1,#VALUE!,1,0
52743,B,59,1,#VALUE!,1,0
52744,A,27,0,#VALUE!,1,0
52745,B,33,1,#VALUE!,1,0
52746,R,30,0,#VALUE!,1,0
52747,R,25,1,355,1,0
52748,B,28,0,#VALUE!,1,0
52749,A,25,1,#VALUE!,1,0
52750,A,27,1,#VALUE!,1,0
52751,R,24,1,340,1,0
52752,R,24,1,#VALUE!,1,0
52753,A,36,0,354,1,0
52754,R,54,1,351,1,0
52755,B,58,1,#VALUE!,1,0
52756,B,27,1,#VALUE!,1,0
52757,R,57,1,#VALUE!,1,0
52758,A,55,1,#VALUE!,1,0
52759,R,27,1,#VALUE!,1,0
52760,R,51,0,#VALUE!,1,0
52761,A,49,1,#VALUE!,1,0
52762,B,22,0,#VALUE!,1,0
52763,R,52,1,227,1,0
52764,A,25,1,#VALUE!,1,0
52765,B,25,1,#VALUE!,1,0
52766,B,27,0,#VALUE!,1,0
52767,A,53,1,#VALUE!,1,0
52768,R,66,0,#VALUE!,1,0
52769,B,77,1,#VALUE!,1,0
52770,A,61,0,#VALUE!,1,0
52771,A,36,0,#VALUE!,1,0
52772,A,24,1,#VALUE!,1,0
52773,B,24,1,#VALUE!,1,0
52774,A,25,1,#VALUE!,1,0
52775,A,26,1,#VALUE!,1,0
52776,A,38,1,#VALUE!,1,0
52777,A,20,1,#VALUE!,1,0
52778,A,25,1,#VALUE!,1,0
52779,A,22,1,#VALUE!,1,0
52780,A,50,0,#VALUE!,1,0
52781,B,24,1,#VALUE!,1,0
52782,A,21,1,#VALUE!,1,0
52783,B,26,1,#VALUE!,1,0
52784,A,29,1,#VALUE!,1,0
52785,R,29,1,#VALUE!,1,0
52786,A,25,1,#VALUE!,1,0
52787,A,28,1,#VALUE!,1,0
52788,A,27,1,#VALUE!,1,0
52789,A,26,1,#VALUE!,1,0
52790,A,24,1,425,1,0
52791,B,23,1,#VALUE!,1,0
52792,A,28,1,#VALUE!,1,0
52793,R,38,1,#VALUE!,1,0
52794,B,35,1,#VALUE!,1,0
52795,R,25,0,#VALUE!,1,0
52796,B,45,1,#VALUE!,1,0
52797,B,29,1,#VALUE!,1,0
52798,R,39,0,#VALUE!,1,0
52799,A,37,1,408,1,0
52800,B,30,1,#VALUE!,1,0
52801,R,63,1,#VALUE!,1,0
52802,A,59,1,#VALUE!,1,0
52803,A,39,1,#VALUE!,1,0
52804,B,32,1,366,1,0
52805,A,32,0,#VALUE!,1,0
52806,A,24,1,#VALUE!,1,0
52807,R,40,1,#VALUE!,1,0
52808,R,28,0,#VALUE!,1,0
52809,R,27,1,#VALUE!,1,0
52810,B,32,0,348,1,0
52811,A,49,1,#VALUE!,1,0
52812,B,21,1,#VALUE!,1,0
52813,A,36,1,#VALUE!,1,0
52814,A,25,1,#VALUE!,1,0
52815,R,29,1,#VALUE!,1,0
52816,B,26,0,#VALUE!,1,0
52817,A,24,1,313,1,0
52818,A,28,1,#VALUE!,1,0
52819,A,27,1,#VALUE!,1,0
52820,B,31,0,#VALUE!,1,0
52821,A,28,1,#VALUE!,1,0
52822,A,29,1,#VALUE!,1,0
52823,A,42,0,270,1,0
52824,A,34,1,354,1,0
52825,B,66,1,#VALUE!,1,0
52826,R,29,1,131,1,0
52827,A,52,1,#VALUE!,1,0
52828,A,61,1,#VALUE!,1,0
52829,A,50,1,323,1,0
52830,R,54,1,#VALUE!,1,0
52831,R,74,1,#VALUE!,1,0
52832,R,84,1,375,1,0
52833,A,56,0,#VALUE!,1,0
52834,A,47,1,#VALUE!,1,0
52835,A,85,1,#VALUE!,1,0
52836,A,38,1,#VALUE!,1,0
52837,R,50,1,#VALUE!,1,0
52838,A,39,1,#VALUE!,1,0
52839,A,34,1,#VALUE!,1,0
52840,A,31,1,297,1,0
52841,B,80,1,#VALUE!,1,0
52842,B,26,1,#VALUE!,1,0
52843,R,30,0,#VALUE!,1,0
52844,B,35,0,#VALUE!,1,0
52845,B,75,1,#VALUE!,1,0
52846,R,21,1,#VALUE!,1,0
52847,A,24,1,#VALUE!,1,0
52848,R,70,1,#VALUE!,1,0
52849,A,61,1,#VALUE!,1,0
52850,A,69,1,#VALUE!,1,0
52851,R,28,1,#VALUE!,1,0
52852,B,33,0,#VALUE!,1,0
52853,A,25,1,#VALUE!,1,0
52854,A,34,1,#VALUE!,1,0
52855,B,26,1,#VALUE!,1,0
52856,A,24,1,59,1,0
52857,A,50,1,#VALUE!,1,0
52858,R,45,0,#VALUE!,1,0
52859,B,44,0,#VALUE!,1,0
52860,B,61,1,#VALUE!,1,0
52861,B,22,1,#VALUE!,1,0
52862,A,44,1,#VALUE!,1,0
52863,A,26,1,#VALUE!,1,0
52864,B,23,1,#VALUE!,1,0
52865,B,25,1,#VALUE!,1,0
52866,A,61,1,80,1,0
52867,A,23,1,#VALUE!,1,0
52868,A,51,1,#VALUE!,1,0
52869,A,28,0,#VALUE!,1,0
52870,R,24,1,#VALUE!,1,0
52871,R,26,1,#VALUE!,1,0
52872,A,46,1,#VALUE!,1,0
52873,B,26,0,#VALUE!,1,0
52874,R,21,1,#VALUE!,1,0
52875,R,21,1,#VALUE!,1,0
52876,B,40,0,#VALUE!,1,0
52877,A,25,0,#VALUE!,1,0
52878,R,28,1,#VALUE!,1,0
52879,A,24,1,437,1,0
52880,R,21,1,#VALUE!,1,0
52881,B,32,1,#VALUE!,1,0
52882,R,26,1,219,1,0
52883,R,40,1,584,1,0
52884,A,22,1,400,1,0
52885,R,65,1,#VALUE!,1,0
52886,A,38,1,360,1,0
52887,A,27,1,#VALUE!,1,0
52888,A,30,1,#VALUE!,1,0
52889,R,54,1,#VALUE!,1,0
52890,B,26,1,#VALUE!,1,0
52891,B,28,0,#VALUE!,1,0
52892,B,22,1,#VALUE!,1,0
52893,A,50,1,#VALUE!,1,0
52894,R,27,1,#VALUE!,1,0
52895,A,81,0,72,1,0
52896,R,70,1,286,1,0
52897,R,55,1,#VALUE!,1,0
52898,A,53,0,#VALUE!,1,0
52899,A,56,1,321,1,0
52900,R,82,0,#VALUE!,1,0
52901,R,74,1,344,1,0
52902,B,29,1,#VALUE!,1,0
52903,B,59,1,395,2,0
52904,R,52,1,#VALUE!,1,0
52905,R,52,0,#VALUE!,1,0
52906,R,31,0,#VALUE!,1,0
52907,A,41,1,#VALUE!,1,0
52908,B,27,1,#VALUE!,1,0
52909,A,28,1,#VALUE!,1,0
52910,R,70,1,346,1,0
52911,A,61,1,#VALUE!,1,0
52912,B,26,0,#VALUE!,1,0
52913,B,78,0,#VALUE!,1,0
52914,A,23,1,#VALUE!,1,0
52915,A,70,0,#VALUE!,1,0
52916,A,20,1,#VALUE!,1,0
52917,R,24,1,#VALUE!,1,0
52918,R,24,1,#VALUE!,1,0
52919,B,53,1,#VALUE!,1,0
52920,A,59,1,#VALUE!,1,0
52921,R,43,0,#VALUE!,1,0
52922,B,32,1,#VALUE!,1,0
52923,A,26,1,#VALUE!,1,0
52924,B,27,1,#VALUE!,1,0
52925,A,68,1,#VALUE!,1,0
52926,B,24,1,#VALUE!,1,0
52927,R,30,1,#VALUE!,1,0
52928,A,52,1,#VALUE!,1,0
52929,R,29,1,#VALUE!,1,0
52930,A,23,1,#VALUE!,1,0
52931,B,32,0,#VALUE!,1,0
52932,A,52,1,#VALUE!,1,0
52933,A,24,1,274,1,0
52934,R,59,1,#VALUE!,1,0
52935,R,24,1,#VALUE!,1,0
52936,R,49,1,#VALUE!,1,0
52937,A,26,1,#VALUE!,1,0
52938,B,23,1,#VALUE!,1,0
52939,R,26,1,#VALUE!,1,0
52940,R,29,1,#VALUE!,1,0
52941,R,27,1,#VALUE!,1,0
52942,A,23,1,#VALUE!,1,0
52943,R,25,1,#VALUE!,1,0
52944,A,31,1,#VALUE!,1,0
52945,B,25,1,#VALUE!,1,0
52946,R,58,1,#VALUE!,1,0
52947,A,22,1,#VALUE!,1,0
52948,R,27,0,#VALUE!,1,0
52949,B,21,1,461,1,0
52950,R,40,0,#VALUE!,1,0
52951,A,26,1,#VALUE!,1,0
52952,A,21,1,#VALUE!,1,0
52953,B,30,1,#VALUE!,1,0
52954,A,58,1,#VALUE!,1,0
52955,B,54,1,290,1,0
52956,R,33,0,#VALUE!,1,0
52957,B,23,1,#VALUE!,1,0
52958,R,21,1,#VALUE!,1,0
52959,R,75,1,#VALUE!,1,0
52960,R,62,1,#VALUE!,1,0
52961,R,55,1,#VALUE!,1,0
52962,B,78,0,#VALUE!,1,0
52963,A,44,0,50,3,0
52964,B,76,1,#VALUE!,1,0
52965,R,48,1,#VALUE!,1,0
52966,B,50,1,#VALUE!,1,0
52967,B,61,1,#VALUE!,1,0
52968,A,78,1,#VALUE!,1,0
52969,A,44,1,#VALUE!,1,0
52970,A,35,1,#VALUE!,1,0
52971,B,52,1,#VALUE!,1,0
52972,B,53,1,631,1,0
52973,A,49,1,#VALUE!,1,0
52974,B,64,1,#VALUE!,1,0
52975,B,52,1,#VALUE!,1,0
52976,B,60,1,492,1,0
52977,R,57,1,#VALUE!,1,0
52978,B,80,1,#VALUE!,1,0
52979,B,61,0,#VALUE!,1,0
52980,R,37,1,#VALUE!,1,0
52981,B,29,1,188,1,0
52982,R,50,1,#VALUE!,1,0
52983,B,20,1,#VALUE!,1,0
52984,A,42,1,#VALUE!,1,0
52985,B,78,1,#VALUE!,1,0
52986,A,62,1,#VALUE!,1,0
52987,A,42,1,#VALUE!,1,0
52988,A,72,1,#VALUE!,1,0
52989,B,31,1,#VALUE!,1,0
52990,A,25,1,#VALUE!,1,0
52991,B,35,1,#VALUE!,1,0
52992,A,26,1,#VALUE!,1,0
52993,A,22,1,#VALUE!,1,0
52994,A,29,1,#VALUE!,1,0
52995,A,24,1,#VALUE!,1,0
52996,A,28,1,#VALUE!,1,0
52997,R,55,1,#VALUE!,1,0
52998,R,28,1,#VALUE!,1,0
52999,B,74,1,#VALUE!,1,0
53000,A,21,1,#VALUE!,1,0
53001,R,28,1,308,1,0
53002,B,25,1,624,1,0
53003,B,24,1,#VALUE!,1,0
53004,A,37,1,#VALUE!,1,0
53005,A,27,1,#VALUE!,1,0
53006,A,28,1,#VALUE!,1,0
53007,B,45,1,#VALUE!,1,0
53008,A,25,1,#VALUE!,1,0
53009,B,21,1,#VALUE!,1,0
53010,B,27,1,400,1,0
53011,B,65,1,#VALUE!,1,0
53012,B,22,0,#VALUE!,1,0
53013,A,25,0,#VALUE!,1,0
53014,R,25,1,#VALUE!,1,0
53015,A,62,0,197,1,0
53016,R,29,1,#VALUE!,1,0
53017,A,31,1,#VALUE!,1,0
53018,A,68,1,#VALUE!,1,0
53019,A,27,1,#VALUE!,1,0
53020,A,26,1,#VALUE!,1,0
53021,B,46,1,428,1,0
53022,B,86,1,#VALUE!,1,0
53023,B,67,1,229,1,0
53024,B,77,0,71,1,0
53025,R,23,1,#VALUE!,1,0
53026,B,37,1,#VALUE!,1,0
53027,R,26,1,#VALUE!,1,0
53028,A,29,1,#VALUE!,1,0
53029,R,41,0,#VALUE!,1,0
53030,A,22,1,#VALUE!,1,0
53031,A,65,1,#VALUE!,1,0
53032,A,59,1,#VALUE!,1,0
53033,B,23,1,#VALUE!,1,0
53034,A,60,0,#VALUE!,1,0
53035,B,22,0,#VALUE!,1,0
53036,A,58,1,188,1,0
53037,A,21,1,#VALUE!,1,0
53038,B,23,0,#VALUE!,1,0
53039,B,41,1,#VALUE!,1,0
53040,A,46,0,#VALUE!,1,0
53041,A,53,1,268,1,0
53042,B,30,1,#VALUE!,1,0
53043,B,25,1,#VALUE!,1,0
53044,B,72,1,#VALUE!,1,0
53045,B,61,1,260,2,0
53046,B,52,0,379,1,0
53047,B,55,1,302,1,0
53048,B,69,1,#VALUE!,1,0
53049,B,76,1,#VALUE!,2,0
53050,B,43,1,#VALUE!,1,0
53051,B,41,1,84,4,0
53052,B,61,1,#VALUE!,1,0
53053,B,86,1,389,1,0
53054,B,37,1,#VALUE!,1,0
53055,B,47,1,#VALUE!,1,0
53056,R,62,1,#VALUE!,1,0
53057,B,44,1,#VALUE!,1,0
53058,A,63,1,#VALUE!,1,0
53059,B,55,0,319,1,0
53060,B,80,1,#VALUE!,1,0
53061,B,68,1,#VALUE!,1,0
53062,B,32,1,#VALUE!,1,0
53063,B,37,0,#VALUE!,1,0
53064,B,32,1,#VALUE!,1,0
53065,B,43,1,#VALUE!,1,0
53066,R,31,1,175,1,0
53067,B,45,1,#VALUE!,1,0
53068,B,48,0,#VALUE!,1,0
53069,B,80,1,#VALUE!,1,0
53070,B,63,1,#VALUE!,1,0
53071,R,45,1,#VALUE!,1,0
53072,B,56,1,#VALUE!,1,0
53073,B,28,1,#VALUE!,1,0
53074,B,60,1,#VALUE!,1,0
53075,B,31,1,#VALUE!,1,0
53076,B,24,1,#VALUE!,1,0
53077,B,23,1,#VALUE!,1,0
53078,B,42,1,#VALUE!,1,0
53079,B,62,1,#VALUE!,1,0
53080,A,28,1,#VALUE!,1,0
53081,B,48,1,#VALUE!,1,0
53082,B,60,1,#VALUE!,1,0
53083,B,23,1,#VALUE!,1,0
53084,B,25,1,#VALUE!,1,0
53085,B,23,1,#VALUE!,1,0
53086,B,73,1,440,1,0
53087,B,52,1,#VALUE!,1,0
53088,B,34,1,#VALUE!,1,0
53089,B,55,1,#VALUE!,1,0
53090,A,28,1,#VALUE!,1,0
53091,B,23,1,#VALUE!,1,0
53092,B,24,1,#VALUE!,1,0
53093,B,28,1,#VALUE!,1,0
53094,B,57,1,#VALUE!,1,0
53095,B,58,1,#VALUE!,1,0
53096,B,28,1,#VALUE!,1,0
53097,A,80,1,#VALUE!,1,0
53098,B,43,1,#VALUE!,1,0
53099,B,32,1,#VALUE!,1,0
53100,B,41,1,#VALUE!,1,0
53101,B,28,0,#VALUE!,1,0
53102,B,26,1,#VALUE!,1,0
53103,B,30,1,#VALUE!,1,0
53104,B,26,1,#VALUE!,1,0
53105,B,52,1,#VALUE!,1,0
53106,B,26,1,#VALUE!,1,0
53107,B,48,1,#VALUE!,1,0
53108,B,63,1,#VALUE!,1,0
53109,B,26,1,#VALUE!,1,0
53110,B,27,1,#VALUE!,1,0
53111,B,25,1,#VALUE!,1,0
53112,B,83,1,357,1,0
53113,B,49,1,#VALUE!,1,0
53114,B,56,1,#VALUE!,1,0
53115,B,61,1,#VALUE!,1,0
53116,B,24,1,#VALUE!,1,0
53117,B,23,1,#VALUE!,1,0
53118,B,27,1,273,1,0
53119,B,27,1,#VALUE!,1,0
53120,B,59,1,#VALUE!,1,0
53121,B,23,1,273,1,0
53122,B,23,1,473,1,0
53123,B,22,1,#VALUE!,1,0
53124,B,26,1,#VALUE!,2,0
53125,B,63,1,#VALUE!,1,0
53126,B,24,1,413,1,0
53127,B,26,1,#VALUE!,1,0
53128,B,67,0,#VALUE!,1,0
53129,B,49,1,#VALUE!,1,0
53130,R,28,1,#VALUE!,1,0
53131,B,31,1,#VALUE!,1,0
53132,B,23,1,#VALUE!,1,0
53133,B,52,1,#VALUE!,1,0
53134,B,27,1,428,1,0
53135,B,25,1,#VALUE!,1,0
53136,B,53,1,#VALUE!,1,0
53137,B,29,1,#VALUE!,1,0
53138,A,60,1,#VALUE!,1,0
53139,B,24,1,#VALUE!,1,0
53140,B,21,1,#VALUE!,1,0
53141,R,53,1,#VALUE!,1,0
53142,B,39,0,#VALUE!,1,0
53143,B,66,1,#VALUE!,1,0
53144,B,36,1,#VALUE!,1,0
53145,B,77,1,#VALUE!,1,0
53146,B,38,1,#VALUE!,1,0
53147,B,59,1,#VALUE!,1,0
53148,B,30,1,#VALUE!,1,0
53149,B,65,1,#VALUE!,1,0
53150,B,22,1,#VALUE!,1,0
53151,R,68,1,#VALUE!,1,0
53152,A,28,1,#VALUE!,1,0
53153,A,21,1,#VALUE!,1,0
53154,B,58,1,368,2,0
53155,B,66,0,#VALUE!,1,0
53156,B,63,1,#VALUE!,1,0
53157,B,53,1,388,1,0
53158,B,42,1,#VALUE!,1,0
53159,B,54,1,#VALUE!,1,0
53160,B,38,1,#VALUE!,1,0
53161,B,37,1,#VALUE!,1,0
53162,A,35,1,#VALUE!,1,0
53163,B,64,1,#VALUE!,2,0
53164,B,70,1,#VALUE!,1,0
53165,B,59,0,#VALUE!,1,0
53166,B,48,1,#VALUE!,1,0
53167,B,59,1,#VALUE!,1,0
53168,B,36,1,#VALUE!,1,0
53169,B,30,1,#VALUE!,1,0
53170,B,35,1,347,1,0
53171,B,48,0,#VALUE!,1,0
53172,B,38,1,349,3,0
53173,B,27,1,243,1,0
53174,B,36,1,#VALUE!,1,0
53175,B,43,1,#VALUE!,1,0
53176,B,39,1,#VALUE!,1,0
53177,A,62,1,#VALUE!,1,0
53178,B,72,0,#VALUE!,1,0
53179,B,88,0,#VALUE!,1,0
53180,B,30,1,#VALUE!,1,0
53181,B,27,1,551,1,0
53182,B,54,1,396,1,0
53183,B,74,1,#VALUE!,1,0
53184,B,26,1,#VALUE!,1,0
53185,B,26,1,#VALUE!,1,0
53186,B,25,1,#VALUE!,1,0
53187,B,50,1,#VALUE!,1,0
53188,B,28,1,#VALUE!,1,0
53189,B,50,1,#VALUE!,1,0
53190,B,37,0,#VALUE!,1,0
53191,B,78,1,#VALUE!,1,0
53192,B,27,0,172,1,0
53193,B,37,1,#VALUE!,1,0
53194,B,71,1,#VALUE!,1,0
53195,B,26,1,357,1,0
53196,B,28,1,#VALUE!,1,0
53197,A,20,1,#VALUE!,1,0
53198,B,23,1,#VALUE!,1,0
53199,B,21,1,#VALUE!,1,0
53200,B,75,1,#VALUE!,1,0
53201,B,59,1,#VALUE!,1,0
53202,B,26,1,#VALUE!,1,0
53203,B,34,0,#VALUE!,1,0
53204,B,57,1,#VALUE!,1,0
53205,B,33,1,#VALUE!,1,0
53206,B,27,1,#VALUE!,1,0
53207,B,49,1,#VALUE!,1,0
53208,B,58,1,#VALUE!,1,0
53209,B,21,1,#VALUE!,1,0
53210,B,69,1,399,1,0
53211,B,41,1,#VALUE!,1,0
53212,B,29,1,#VALUE!,1,0
53213,B,51,1,#VALUE!,1,0
53214,B,32,1,#VALUE!,1,0
53215,B,23,1,#VALUE!,1,0
53216,B,59,1,#VALUE!,1,0
53217,B,25,1,#VALUE!,1,0
53218,B,27,1,#VALUE!,1,0
53219,B,24,1,#VALUE!,1,0
53220,B,21,1,#VALUE!,1,0
53221,B,51,1,#VALUE!,1,0
53222,B,57,1,#VALUE!,1,0
53223,B,27,1,#VALUE!,1,0
53224,B,87,1,#VALUE!,1,0
53225,B,59,1,229,1,0
53226,B,55,1,#VALUE!,1,0
53227,B,26,1,#VALUE!,1,0
53228,B,33,1,354,1,0
53229,B,24,1,474,1,0
53230,B,37,1,#VALUE!,1,0
53231,B,33,1,#VALUE!,1,0
53232,B,28,1,#VALUE!,1,0
53233,B,25,1,#VALUE!,1,0
53234,R,22,1,#VALUE!,1,0
53235,B,53,1,319,1,0
53236,B,24,1,#VALUE!,1,0
53237,B,25,1,#VALUE!,1,0
53238,B,27,1,#VALUE!,1,0
53239,B,32,1,#VALUE!,1,0
53240,B,27,1,#VALUE!,1,0
53241,B,38,1,306,1,0
53242,B,26,1,#VALUE!,1,0
53243,B,42,1,#VALUE!,1,0
53244,B,56,1,#VALUE!,1,0
53245,B,32,1,#VALUE!,1,0
53246,B,36,1,#VALUE!,1,0
53247,B,29,1,371,1,0
53248,A,66,1,266,1,0
53249,B,29,1,#VALUE!,1,0
53250,B,26,1,#VALUE!,1,0
53251,B,27,1,#VALUE!,1,0
53252,B,51,1,#VALUE!,1,0
53253,B,21,1,#VALUE!,1,0
53254,B,30,1,#VALUE!,1,0
53255,B,29,1,#VALUE!,1,0
53256,B,27,1,#VALUE!,1,0
53257,B,33,1,#VALUE!,1,0
53258,B,28,1,395,1,0
53259,B,24,1,#VALUE!,1,0
53260,B,42,1,#VALUE!,1,0
53261,R,50,1,#VALUE!,1,0
53262,B,31,1,#VALUE!,1,0
53263,B,24,1,#VALUE!,1,0
53264,B,26,1,#VALUE!,1,0
53265,B,26,1,#VALUE!,1,0
53266,B,44,0,#VALUE!,1,0
53267,B,26,1,#VALUE!,1,0
53268,B,39,1,#VALUE!,1,0
53269,B,64,1,#VALUE!,1,0
53270,B,29,0,#VALUE!,1,0
53271,B,30,1,#VALUE!,1,0
53272,A,65,1,#VALUE!,1,0
53273,A,43,1,#VALUE!,1,0
53274,A,32,0,#VALUE!,1,0
53275,B,65,1,#VALUE!,1,0
53276,B,62,1,340,1,0
53277,A,50,1,410,1,0
53278,B,48,1,#VALUE!,1,0
53279,B,74,1,#VALUE!,1,0
53280,B,48,1,#VALUE!,1,0
53281,B,60,0,#VALUE!,1,0
53282,B,46,1,#VALUE!,1,0
53283,B,66,1,#VALUE!,1,0
53284,B,41,0,#VALUE!,1,0
53285,B,61,0,#VALUE!,1,0
53286,B,56,1,#VALUE!,1,0
53287,B,41,1,#VALUE!,1,0
53288,B,37,0,#VALUE!,1,0
53289,A,47,1,396,2,0
53290,B,37,0,#VALUE!,1,0
53291,B,43,1,#VALUE!,1,0
53292,B,37,0,#VALUE!,1,0
53293,B,46,0,422,1,0
53294,A,30,1,#VALUE!,1,0
53295,B,52,1,#VALUE!,1,0
53296,B,34,1,#VALUE!,1,0
53297,A,55,1,#VALUE!,1,0
