No,card,age,sex,withdrawal_days,count,CP
11692,R,43,1,#VALUE!,1,1
11693,R,62,1,#VALUE!,1,1
11694,R,52,1,#VALUE!,1,1
11695,R,35,0,#VALUE!,1,1
11696,R,57,0,#VALUE!,1,1
11697,R,29,1,#VALUE!,1,1
11698,A,64,1,176,1,1
11699,R,32,1,#VALUE!,1,1
11700,R,48,1,302,1,1
11701,R,64,1,#VALUE!,1,1
11702,R,38,0,400,1,1
11703,R,51,1,#VALUE!,1,1
11704,R,55,1,325,1,1
11705,R,44,1,#VALUE!,1,1
11706,R,38,1,#VALUE!,1,1
11707,R,36,1,#VALUE!,1,1
11708,R,36,1,#VALUE!,1,1
11709,R,45,1,#VALUE!,1,1
11710,B,47,1,#VALUE!,1,1
11711,R,27,1,#VALUE!,1,1
11712,R,46,1,#VALUE!,1,1
11713,R,26,0,#VALUE!,1,1
11714,R,48,1,#VALUE!,1,1
11715,R,33,1,#VALUE!,1,1
11716,R,29,1,#VALUE!,1,1
11717,R,48,0,#VALUE!,1,1
11718,R,28,0,#VALUE!,1,1
11719,R,48,1,#VALUE!,1,1
11720,R,34,0,78,1,1
11721,R,46,1,#VALUE!,1,1
11722,R,37,0,#VALUE!,1,1
11723,R,44,1,#VALUE!,1,1
11724,R,59,1,#VALUE!,1,1
11725,R,30,0,#VALUE!,1,1
11726,R,28,1,199,1,1
11727,R,30,1,382,1,1
11728,R,32,1,#VALUE!,1,1
11729,R,60,0,#VALUE!,1,1
11730,R,39,0,#VALUE!,1,1
11731,R,54,1,#VALUE!,1,1
11732,R,46,1,#VALUE!,1,1
11733,R,49,1,#VALUE!,1,1
11734,R,28,1,#VALUE!,2,1
11735,R,29,1,#VALUE!,1,1
11736,R,34,1,#VALUE!,1,1
11737,R,51,1,#VALUE!,1,1
11738,R,32,1,#VALUE!,1,1
11739,R,27,1,339,1,1
11740,R,57,1,#VALUE!,1,1
11741,R,56,1,#VALUE!,1,1
11742,R,26,1,169,1,1
11743,R,25,0,#VALUE!,1,1
11744,R,25,1,#VALUE!,1,1
11745,R,62,1,464,1,1
11746,R,36,1,#VALUE!,1,1
11747,R,30,1,#VALUE!,1,1
11748,R,32,1,416,1,1
11749,R,24,1,#VALUE!,1,1
11750,R,31,1,#VALUE!,1,1
11751,R,53,1,#VALUE!,1,1
11752,R,22,1,#VALUE!,1,1
11753,R,29,1,#VALUE!,1,1
11754,R,30,1,#VALUE!,1,1
11755,R,35,1,#VALUE!,1,1
11756,R,27,1,#VALUE!,1,1
11757,R,24,1,#VALUE!,1,1
11758,R,28,1,#VALUE!,1,1
11759,R,23,1,#VALUE!,1,1
11760,R,30,1,#VALUE!,1,1
11761,R,26,1,#VALUE!,1,1
11762,R,32,0,#VALUE!,1,1
11763,R,28,1,#VALUE!,1,1
11764,R,30,1,#VALUE!,1,1
11765,R,30,0,#VALUE!,1,1
11766,R,26,1,#VALUE!,1,1
11767,R,30,1,#VALUE!,1,1
11768,R,28,1,#VALUE!,1,1
11769,A,26,1,#VALUE!,1,1
11770,R,23,1,#VALUE!,1,1
11771,R,29,0,#VALUE!,1,1
11772,R,34,1,#VALUE!,1,1
11773,A,25,1,#VALUE!,1,1
11774,R,26,1,#VALUE!,1,1
11775,R,30,1,#VALUE!,1,1
11776,R,30,0,#VALUE!,1,1
11777,R,40,1,#VALUE!,1,1
11778,R,37,1,#VALUE!,1,1
11779,R,28,1,403,1,1
11780,R,55,1,#VALUE!,1,1
11781,R,22,1,#VALUE!,1,1
11782,R,30,1,#VALUE!,1,1
11783,R,36,1,#VALUE!,1,1
11784,R,21,1,#VALUE!,1,1
11785,R,37,1,#VALUE!,1,1
11786,R,21,1,#VALUE!,1,1
11787,R,36,0,#VALUE!,1,1
11788,R,59,1,#VALUE!,1,1
11789,A,22,1,#VALUE!,1,1
11790,R,63,0,#VALUE!,1,1
11791,R,26,1,#VALUE!,1,1
11792,R,41,1,#VALUE!,1,1
11793,R,48,0,#VALUE!,1,1
11794,R,22,1,#VALUE!,1,1
11795,R,27,1,183,1,1
11796,R,40,0,#VALUE!,1,1
11797,R,52,1,#VALUE!,1,1
11798,A,25,0,#VALUE!,1,1
11799,R,35,0,#VALUE!,1,1
11800,R,27,1,#VALUE!,1,1
11801,R,27,1,#VALUE!,1,1
11802,R,32,1,#VALUE!,1,1
11803,R,42,0,#VALUE!,1,1
11804,R,32,1,#VALUE!,1,1
11805,R,22,1,#VALUE!,1,1
11806,R,25,0,#VALUE!,1,1
11807,R,62,1,#VALUE!,1,1
11808,R,48,0,#VALUE!,1,1
11809,R,51,1,#VALUE!,1,1
11810,R,25,1,#VALUE!,1,1
11811,R,27,1,#VALUE!,1,1
11812,R,52,1,#VALUE!,1,1
11813,R,25,1,#VALUE!,1,1
11814,R,57,1,#VALUE!,1,1
11815,R,60,1,396,1,1
11816,R,22,1,#VALUE!,1,1
11817,R,25,1,333,1,1
11818,R,56,1,#VALUE!,1,1
11819,R,26,0,#VALUE!,1,1
11820,R,27,1,#VALUE!,1,1
11821,R,22,0,#VALUE!,1,1
11822,R,24,1,#VALUE!,1,1
11823,R,23,1,#VALUE!,1,1
11824,R,43,1,#VALUE!,1,1
11825,A,22,1,#VALUE!,1,1
11826,R,34,0,#VALUE!,1,1
11827,R,34,1,#VALUE!,1,1
11828,R,25,1,#VALUE!,1,1
11829,R,50,1,#VALUE!,1,1
11830,R,30,0,#VALUE!,1,1
11831,R,28,1,#VALUE!,1,1
11832,R,46,1,#VALUE!,1,1
11833,R,33,1,#VALUE!,1,1
11834,R,40,0,233,1,1
11835,R,28,1,#VALUE!,1,1
11836,R,25,0,#VALUE!,1,1
11837,R,34,1,#VALUE!,1,1
11838,R,44,0,#VALUE!,1,1
11839,R,28,0,#VALUE!,1,1
11840,R,26,1,#VALUE!,1,1
11841,R,30,1,#VALUE!,1,1
11842,R,28,1,560,1,1
11843,R,44,1,#VALUE!,1,1
11844,R,28,1,#VALUE!,1,1
11845,R,48,0,#VALUE!,1,1
11846,R,32,1,#VALUE!,1,1
11847,R,25,1,#VALUE!,1,1
11848,R,32,1,206,1,1
11849,A,29,1,#VALUE!,1,1
11850,R,23,1,#VALUE!,1,1
11851,R,25,1,#VALUE!,1,1
11852,R,30,0,#VALUE!,1,1
11853,R,27,1,#VALUE!,1,1
11854,R,28,0,#VALUE!,1,1
11855,R,30,1,#VALUE!,1,1
11856,R,22,1,262,1,1
11857,R,21,1,#VALUE!,1,1
11858,R,26,1,#VALUE!,1,1
11859,R,41,1,324,1,1
11860,R,35,1,#VALUE!,1,1
11861,R,26,1,#VALUE!,1,1
11862,R,26,1,#VALUE!,1,1
11863,R,26,1,#VALUE!,1,1
11864,R,24,0,262,1,1
11865,R,27,1,#VALUE!,1,1
11866,R,24,1,#VALUE!,1,1
11867,R,40,1,#VALUE!,1,1
11868,R,33,1,#VALUE!,1,1
11869,B,23,1,#VALUE!,1,1
11870,R,24,1,#VALUE!,1,1
11871,R,24,1,#VALUE!,1,1
11872,A,25,0,#VALUE!,1,1
11873,B,30,1,#VALUE!,1,1
11874,R,26,1,#VALUE!,1,1
11875,R,30,1,#VALUE!,1,1
11876,R,61,1,437,1,1
11877,R,60,1,#VALUE!,1,1
11878,R,29,1,#VALUE!,1,1
11879,R,60,0,#VALUE!,1,1
11880,R,62,0,#VALUE!,1,1
11881,R,65,1,#VALUE!,1,1
11882,B,26,1,#VALUE!,1,1
11883,R,25,1,365,1,1
11884,R,45,0,224,1,1
11885,R,57,1,#VALUE!,1,1
11886,R,25,1,#VALUE!,1,1
11887,R,28,0,#VALUE!,1,1
11888,R,25,1,#VALUE!,1,1
11889,R,55,1,#VALUE!,1,1
11890,R,22,1,#VALUE!,1,1
11891,R,23,1,#VALUE!,1,1
11892,A,49,0,#VALUE!,1,1
11893,R,24,1,#VALUE!,1,1
11894,B,55,0,#VALUE!,1,1
11895,R,46,0,#VALUE!,1,1
11896,R,57,0,#VALUE!,1,1
11897,R,35,1,#VALUE!,1,1
11898,A,52,1,#VALUE!,1,1
11899,R,30,1,#VALUE!,1,1
11900,R,23,1,#VALUE!,1,1
11901,R,37,1,#VALUE!,1,1
11902,R,22,1,#VALUE!,1,1
11903,R,26,1,#VALUE!,1,1
11904,R,36,1,151,1,1
11905,B,26,1,#VALUE!,1,1
11906,R,35,1,#VALUE!,1,1
11907,R,22,1,#VALUE!,1,1
11908,R,27,1,#VALUE!,1,1
11909,R,33,1,#VALUE!,1,1
11910,R,22,1,#VALUE!,1,1
11911,R,29,1,#VALUE!,1,1
11912,R,32,1,#VALUE!,1,1
11913,R,26,1,#VALUE!,1,1
11914,A,27,1,#VALUE!,1,1
11915,R,27,1,#VALUE!,1,1
11916,R,26,0,#VALUE!,1,1
11917,R,29,1,#VALUE!,1,1
11918,R,22,1,#VALUE!,1,1
11919,R,36,1,#VALUE!,1,1
11920,R,24,1,#VALUE!,1,1
11921,R,48,1,#VALUE!,1,1
11922,B,39,1,#VALUE!,1,1
11923,R,27,1,233,2,1
11924,R,28,1,#VALUE!,1,1
11925,R,26,1,#VALUE!,1,1
11926,R,24,0,#VALUE!,1,1
11927,R,25,1,#VALUE!,1,1
11928,R,28,1,#VALUE!,1,1
11929,R,21,0,#VALUE!,1,1
11930,R,31,1,#VALUE!,1,1
11931,R,27,1,#VALUE!,1,1
11932,R,33,1,#VALUE!,1,1
11933,R,21,1,#VALUE!,1,1
11934,R,28,1,#VALUE!,1,1
11935,R,52,1,#VALUE!,1,1
11936,R,30,1,#VALUE!,1,1
11937,R,56,1,#VALUE!,1,1
11938,R,26,0,#VALUE!,1,1
11939,R,21,1,#VALUE!,1,1
11940,R,51,1,#VALUE!,1,1
11941,R,28,1,#VALUE!,1,1
11942,R,27,1,#VALUE!,1,1
11943,R,29,1,#VALUE!,1,1
11944,R,27,1,#VALUE!,1,1
11945,R,29,1,206,1,1
11946,R,26,1,#VALUE!,1,1
11947,R,32,1,#VALUE!,1,1
11948,R,27,1,#VALUE!,1,1
11949,R,31,1,#VALUE!,1,1
11950,R,58,1,#VALUE!,1,1
11951,R,25,1,#VALUE!,1,1
11952,R,25,1,#VALUE!,1,1
11953,R,22,1,#VALUE!,1,1
11954,R,22,1,#VALUE!,1,1
11955,R,24,1,#VALUE!,1,1
11956,R,34,1,#VALUE!,1,1
11957,R,27,1,#VALUE!,1,1
11958,R,53,1,#VALUE!,1,1
11959,R,36,1,#VALUE!,1,1
11960,R,47,1,#VALUE!,1,1
11961,R,45,1,#VALUE!,1,1
11962,R,30,1,#VALUE!,1,1
11963,R,32,1,#VALUE!,1,1
11964,B,47,1,#VALUE!,1,1
11965,R,50,0,#VALUE!,1,1
11966,R,49,1,#VALUE!,1,1
11967,R,29,1,#VALUE!,1,1
11968,R,26,1,#VALUE!,1,1
11969,R,37,0,63,1,1
11970,R,34,1,394,1,1
11971,R,56,1,#VALUE!,1,1
11972,R,26,1,#VALUE!,1,1
11973,R,31,1,199,1,1
11974,R,73,1,#VALUE!,1,1
11975,R,31,0,351,1,1
11976,A,46,0,#VALUE!,1,1
11977,R,46,1,#VALUE!,1,1
11978,R,29,1,#VALUE!,1,1
11979,R,31,0,72,1,1
11980,R,32,1,#VALUE!,1,1
11981,R,31,1,#VALUE!,1,1
11982,R,54,1,#VALUE!,1,1
11983,R,38,0,#VALUE!,1,1
11984,A,20,1,#VALUE!,1,1
11985,R,45,0,#VALUE!,1,1
11986,B,28,1,289,1,1
11987,R,33,0,#VALUE!,1,1
11988,R,57,1,#VALUE!,1,1
11989,R,28,1,#VALUE!,1,1
11990,R,25,1,#VALUE!,1,1
11991,R,53,1,420,1,1
11992,R,56,1,#VALUE!,1,1
11993,R,37,1,#VALUE!,1,1
11994,R,27,1,#VALUE!,1,1
11995,R,26,1,#VALUE!,1,1
11996,R,25,1,#VALUE!,1,1
11997,R,29,1,#VALUE!,1,1
11998,R,54,0,#VALUE!,1,1
11999,R,23,1,#VALUE!,1,1
12000,R,68,1,#VALUE!,1,1
12001,B,26,1,#VALUE!,1,1
12002,R,22,1,556,1,1
12003,R,25,1,#VALUE!,1,1
12004,R,51,1,#VALUE!,1,1
12005,R,25,1,#VALUE!,1,1
12006,R,30,1,#VALUE!,1,1
12007,R,54,1,371,1,1
12008,R,30,0,#VALUE!,1,1
12009,A,26,1,#VALUE!,1,1
12010,R,24,1,#VALUE!,1,1
12011,R,42,1,#VALUE!,1,1
12012,R,33,1,#VALUE!,1,1
12013,R,34,1,#VALUE!,1,1
12014,R,34,1,#VALUE!,1,1
12015,R,29,1,#VALUE!,1,1
12016,R,28,1,#VALUE!,1,1
12017,R,35,1,#VALUE!,1,1
12018,A,55,1,#VALUE!,1,1
12019,R,25,1,#VALUE!,1,1
12020,R,44,1,#VALUE!,1,1
12021,A,27,1,#VALUE!,1,1
12022,R,29,1,#VALUE!,1,1
12023,R,31,1,533,1,1
12024,R,46,1,#VALUE!,1,1
12025,R,43,1,#VALUE!,1,1
12026,R,31,1,#VALUE!,1,1
12027,B,23,1,#VALUE!,1,1
12028,R,31,1,#VALUE!,1,1
12029,R,36,1,#VALUE!,1,1
12030,B,24,1,#VALUE!,1,1
12031,R,62,1,#VALUE!,1,1
12032,R,23,1,389,1,1
12033,R,25,1,#VALUE!,1,1
12034,R,26,1,#VALUE!,1,1
12035,R,25,1,#VALUE!,1,1
12036,R,35,0,#VALUE!,1,1
12037,R,29,1,#VALUE!,1,1
12038,R,25,1,#VALUE!,1,1
12039,A,52,1,#VALUE!,1,1
12040,R,30,0,402,1,1
12041,B,46,1,#VALUE!,1,1
12042,R,33,1,#VALUE!,1,1
12043,R,38,1,#VALUE!,1,1
12044,R,28,1,#VALUE!,1,1
12045,R,27,0,#VALUE!,1,1
12046,R,71,0,#VALUE!,1,1
12047,R,34,0,#VALUE!,1,1
12048,R,28,1,#VALUE!,1,1
12049,R,32,1,#VALUE!,1,1
12050,R,27,0,58,1,1
12051,R,29,1,#VALUE!,1,1
12052,R,60,1,#VALUE!,1,1
12053,R,68,0,#VALUE!,1,1
12054,R,49,0,#VALUE!,1,1
12055,R,31,1,#VALUE!,1,1
12056,R,46,1,#VALUE!,1,1
12057,R,31,1,#VALUE!,1,1
12058,R,29,1,35,1,1
12059,R,30,1,#VALUE!,1,1
12060,R,45,0,#VALUE!,1,1
12061,R,38,1,#VALUE!,1,1
12062,R,24,1,#VALUE!,1,1
12063,R,29,0,#VALUE!,1,1
12064,R,32,1,#VALUE!,1,1
12065,R,54,1,#VALUE!,1,1
12066,A,45,0,#VALUE!,1,1
12067,R,24,1,#VALUE!,1,1
12068,R,39,0,#VALUE!,1,1
12069,R,39,0,#VALUE!,1,1
12070,R,27,1,#VALUE!,1,1
12071,A,41,1,#VALUE!,1,1
12072,R,34,1,#VALUE!,1,1
12073,A,43,0,#VALUE!,1,1
12074,R,41,1,#VALUE!,1,1
12075,R,26,0,#VALUE!,1,1
12076,A,44,1,388,1,1
12077,R,47,0,#VALUE!,1,1
12078,R,27,0,#VALUE!,1,1
12079,R,46,1,#VALUE!,1,1
12080,R,61,1,#VALUE!,1,1
12081,R,57,1,#VALUE!,1,1
12082,R,27,1,#VALUE!,1,1
12083,R,30,1,#VALUE!,1,1
12084,R,24,1,#VALUE!,1,1
12085,R,46,0,402,1,1
12086,R,54,1,#VALUE!,1,1
12087,R,27,1,233,1,1
12088,R,27,1,#VALUE!,1,1
12089,B,56,1,#VALUE!,1,1
12090,R,49,1,#VALUE!,1,1
12091,R,23,0,#VALUE!,1,1
12092,R,60,0,#VALUE!,1,1
12093,R,43,1,#VALUE!,1,1
12094,R,38,0,#VALUE!,1,1
12095,R,27,1,#VALUE!,1,1
12096,R,26,1,#VALUE!,1,1
12097,R,23,1,#VALUE!,1,1
12098,R,29,1,#VALUE!,1,1
12099,R,49,1,#VALUE!,1,1
12100,R,24,1,#VALUE!,1,1
12101,R,50,1,#VALUE!,1,1
12102,R,39,1,#VALUE!,1,1
12103,R,47,0,#VALUE!,1,1
12104,R,50,1,#VALUE!,1,1
12105,R,24,1,#VALUE!,1,1
12106,R,54,1,#VALUE!,1,1
12107,R,45,0,#VALUE!,1,1
12108,R,25,1,#VALUE!,1,1
12109,R,29,1,#VALUE!,1,1
12110,R,24,1,#VALUE!,1,1
12111,R,26,1,#VALUE!,1,1
12112,R,22,1,#VALUE!,1,1
12113,R,48,1,#VALUE!,1,1
12114,R,56,1,#VALUE!,1,1
12115,R,26,1,#VALUE!,1,1
12116,R,26,1,#VALUE!,1,1
12117,R,38,1,#VALUE!,1,1
12118,R,30,1,#VALUE!,1,1
12119,R,60,1,#VALUE!,1,1
12120,R,25,1,#VALUE!,1,1
12121,R,22,1,#VALUE!,1,1
12122,R,21,1,#VALUE!,1,1
12123,R,60,1,#VALUE!,1,1
12124,R,20,1,#VALUE!,1,1
12125,R,64,1,#VALUE!,1,1
12126,R,28,1,#VALUE!,1,1
12127,R,21,1,#VALUE!,1,1
12128,R,45,1,#VALUE!,1,1
12129,R,25,1,#VALUE!,1,1
12130,R,26,1,#VALUE!,1,1
12131,R,59,0,#VALUE!,1,1
12132,R,32,0,#VALUE!,1,1
12133,R,62,0,#VALUE!,1,1
12134,R,24,0,63,1,1
12135,A,28,0,#VALUE!,1,1
12136,R,28,1,#VALUE!,1,1
12137,R,25,1,#VALUE!,1,1
12138,R,63,0,#VALUE!,1,1
12139,R,79,1,136,1,1
12140,A,23,0,#VALUE!,1,1
12141,R,30,1,157,1,1
12142,R,53,1,#VALUE!,1,1
12143,R,29,1,#VALUE!,1,1
12144,R,26,1,#VALUE!,1,1
12145,R,60,1,#VALUE!,1,1
12146,R,29,1,556,1,1
12147,R,46,1,#VALUE!,1,1
12148,R,26,1,#VALUE!,1,1
12149,R,25,1,#VALUE!,1,1
12150,R,37,1,#VALUE!,1,1
12151,R,31,0,#VALUE!,1,1
12152,R,26,1,#VALUE!,1,1
12153,R,64,1,#VALUE!,1,1
12154,R,52,1,#VALUE!,1,1
12155,R,44,1,#VALUE!,1,1
12156,R,49,1,#VALUE!,1,1
12157,R,77,1,#VALUE!,1,1
12158,R,22,1,#VALUE!,1,1
12159,R,40,1,#VALUE!,1,1
12160,R,77,1,282,1,1
12161,R,32,0,87,1,1
12162,R,31,1,#VALUE!,1,1
12163,R,22,0,#VALUE!,1,1
12164,A,52,1,#VALUE!,1,1
12165,R,25,0,#VALUE!,1,1
12166,R,58,1,#VALUE!,1,1
12167,R,39,1,#VALUE!,1,1
12168,A,57,1,#VALUE!,1,1
12169,R,34,1,233,1,1
12170,R,30,1,#VALUE!,1,1
12171,R,35,1,#VALUE!,1,1
12172,R,52,1,#VALUE!,1,1
12173,R,25,1,#VALUE!,1,1
12174,R,28,1,#VALUE!,1,1
12175,R,33,0,88,1,1
12176,R,59,1,#VALUE!,1,1
12177,R,35,1,#VALUE!,1,1
12178,R,42,0,#VALUE!,1,1
12179,R,38,1,#VALUE!,1,1
12180,R,38,1,#VALUE!,1,1
12181,A,27,1,#VALUE!,1,1
12182,R,25,1,#VALUE!,1,1
12183,R,51,1,#VALUE!,1,1
12184,A,22,1,#VALUE!,1,1
12185,R,23,0,#VALUE!,1,1
12186,R,39,0,#VALUE!,1,1
12187,R,34,0,#VALUE!,1,1
12188,R,56,1,#VALUE!,1,1
12189,R,24,0,394,1,1
12190,R,30,0,#VALUE!,1,1
12191,R,79,1,#VALUE!,1,1
12192,R,32,1,466,1,1
12193,R,21,1,#VALUE!,1,1
12194,R,55,1,#VALUE!,1,1
12195,R,25,1,#VALUE!,1,1
12196,R,56,1,#VALUE!,3,1
12197,R,68,0,#VALUE!,1,1
12198,R,74,1,#VALUE!,1,1
12199,R,61,1,#VALUE!,1,1
12200,R,55,1,#VALUE!,1,1
12201,R,85,0,#VALUE!,1,1
12202,R,51,0,#VALUE!,1,1
12203,R,41,1,#VALUE!,1,1
12204,R,41,1,#VALUE!,1,1
12205,R,74,1,384,1,1
12206,R,68,1,#VALUE!,1,1
12207,R,75,1,381,1,1
12208,R,45,0,#VALUE!,1,1
12209,R,55,0,380,1,1
12210,R,45,1,#VALUE!,1,1
12211,R,55,1,#VALUE!,1,1
12212,R,47,0,#VALUE!,1,1
12213,R,55,1,377,1,1
12214,R,77,0,#VALUE!,1,1
12215,R,73,1,#VALUE!,1,1
12216,R,56,1,344,1,1
12217,R,51,1,#VALUE!,1,1
12218,R,52,1,#VALUE!,1,1
12219,R,75,1,#VALUE!,1,1
12220,R,45,0,#VALUE!,1,1
12221,R,79,0,234,1,1
12222,R,40,1,#VALUE!,1,1
12223,R,46,0,#VALUE!,1,1
12224,R,71,0,#VALUE!,1,1
12225,R,48,0,#VALUE!,1,1
12226,R,78,0,287,2,1
12227,R,74,1,#VALUE!,1,1
12228,R,31,1,#VALUE!,1,1
12229,R,33,1,#VALUE!,1,1
12230,R,38,1,#VALUE!,1,1
12231,R,62,1,#VALUE!,1,1
12232,R,36,1,#VALUE!,1,1
12233,R,77,1,436,2,1
12234,R,41,1,#VALUE!,1,1
12235,R,46,1,#VALUE!,1,1
12236,A,39,1,#VALUE!,1,1
12237,R,56,1,#VALUE!,1,1
12238,R,68,1,#VALUE!,1,1
12239,R,54,1,#VALUE!,1,1
12240,R,59,1,#VALUE!,1,1
12241,R,57,1,496,1,1
12242,R,39,1,#VALUE!,1,1
12243,R,58,1,#VALUE!,1,1
12244,R,41,1,#VALUE!,1,1
12245,R,40,1,#VALUE!,1,1
12246,R,57,1,#VALUE!,1,1
12247,R,29,1,#VALUE!,1,1
12248,R,66,1,#VALUE!,1,1
12249,R,48,1,#VALUE!,1,1
12250,R,36,1,#VALUE!,1,1
12251,R,55,1,#VALUE!,1,1
12252,R,31,1,#VALUE!,1,1
12253,R,32,1,#VALUE!,1,1
12254,A,30,1,#VALUE!,1,1
12255,R,43,1,#VALUE!,1,1
12256,R,27,1,76,1,1
12257,R,40,1,#VALUE!,1,1
12258,R,76,1,#VALUE!,1,1
12259,R,53,1,#VALUE!,1,1
12260,R,23,1,#VALUE!,1,1
12261,R,51,1,#VALUE!,1,1
12262,R,82,1,#VALUE!,1,1
12263,A,52,1,#VALUE!,1,1
12264,R,47,1,136,1,1
12265,R,72,0,#VALUE!,1,1
12266,R,79,1,#VALUE!,1,1
12267,R,35,0,#VALUE!,1,1
12268,R,69,1,#VALUE!,1,1
12269,R,57,0,#VALUE!,1,1
12270,R,42,1,338,1,1
12271,R,49,1,#VALUE!,1,1
12272,R,47,1,#VALUE!,1,1
12273,B,62,1,#VALUE!,1,1
12274,R,28,1,440,1,1
12275,R,55,1,#VALUE!,1,1
12276,A,45,1,#VALUE!,1,1
12277,R,62,1,#VALUE!,2,1
12278,R,34,0,#VALUE!,2,1
12279,R,45,1,#VALUE!,1,1
12280,R,25,1,#VALUE!,1,1
12281,R,28,1,#VALUE!,1,1
12282,R,31,1,#VALUE!,1,1
12283,R,21,1,#VALUE!,1,1
12284,R,41,1,#VALUE!,1,1
12285,A,25,1,#VALUE!,1,1
12286,R,22,1,#VALUE!,1,1
12287,R,32,1,#VALUE!,1,1
12288,R,23,1,#VALUE!,1,1
12289,B,25,1,#VALUE!,1,1
12290,R,26,0,#VALUE!,1,1
12291,R,25,1,#VALUE!,1,1
12292,R,26,1,#VALUE!,1,1
12293,R,25,1,#VALUE!,1,1
12294,R,26,1,232,1,1
12295,R,23,1,#VALUE!,1,1
12296,R,41,0,#VALUE!,1,1
12297,R,27,0,#VALUE!,1,1
12298,R,27,1,#VALUE!,2,1
12299,B,36,1,#VALUE!,1,1
12300,R,52,0,#VALUE!,1,1
12301,R,52,1,#VALUE!,1,1
12302,R,66,1,#VALUE!,1,1
12303,R,34,1,514,1,1
12304,R,56,1,#VALUE!,1,1
12305,R,46,1,#VALUE!,1,1
12306,R,30,1,#VALUE!,1,1
12307,R,23,1,#VALUE!,1,1
12308,R,27,1,#VALUE!,1,1
12309,R,60,1,203,1,1
12310,R,24,1,#VALUE!,1,1
12311,R,37,1,#VALUE!,1,1
12312,R,49,1,#VALUE!,1,1
12313,R,37,1,#VALUE!,1,1
12314,R,23,1,#VALUE!,1,1
12315,R,33,1,#VALUE!,1,1
12316,R,22,0,#VALUE!,1,1
12317,R,54,0,#VALUE!,1,1
12318,R,23,1,#VALUE!,1,1
12319,R,22,1,#VALUE!,1,1
12320,R,23,1,#VALUE!,1,1
12321,R,44,1,#VALUE!,1,1
12322,R,21,1,#VALUE!,1,1
12323,R,59,0,414,3,1
12324,R,69,0,210,1,1
12325,A,37,1,#VALUE!,1,1
12326,R,51,1,#VALUE!,1,1
12327,R,33,1,#VALUE!,1,1
12328,R,30,1,#VALUE!,1,1
12329,R,26,1,#VALUE!,1,1
12330,R,61,1,#VALUE!,1,1
12331,R,49,1,183,1,1
12332,R,49,1,#VALUE!,1,1
12333,R,34,1,#VALUE!,1,1
12334,R,42,1,98,1,1
12335,R,79,1,#VALUE!,1,1
12336,R,29,1,#VALUE!,1,1
12337,R,27,1,#VALUE!,1,1
12338,R,61,1,#VALUE!,1,1
12339,R,69,0,#VALUE!,1,1
12340,R,30,1,#VALUE!,1,1
12341,R,27,1,#VALUE!,1,1
12342,R,87,0,#VALUE!,1,1
12343,R,24,1,#VALUE!,1,1
12344,R,29,1,#VALUE!,1,1
12345,B,43,1,#VALUE!,1,1
12346,R,24,1,#VALUE!,1,1
12347,R,40,1,#VALUE!,1,1
12348,R,23,0,419,1,1
12349,R,32,1,#VALUE!,1,1
12350,R,42,0,#VALUE!,1,1
12351,R,27,0,#VALUE!,1,1
12352,R,21,1,#VALUE!,1,1
12353,R,63,1,#VALUE!,1,1
12354,R,27,1,247,1,1
12355,R,20,1,#VALUE!,1,1
12356,R,30,0,#VALUE!,1,1
12357,R,26,1,#VALUE!,1,1
12358,R,51,1,#VALUE!,1,1
12359,R,21,1,#VALUE!,1,1
12360,R,51,1,#VALUE!,1,1
12361,R,27,1,#VALUE!,1,1
12362,R,24,1,#VALUE!,1,1
12363,R,77,1,360,1,1
12364,R,93,1,#VALUE!,1,1
12365,R,73,1,#VALUE!,1,1
12366,R,71,1,#VALUE!,1,1
12367,R,56,1,#VALUE!,1,1
12368,R,28,1,#VALUE!,1,1
12369,R,55,1,#VALUE!,1,1
12370,B,25,1,#VALUE!,1,1
12371,R,27,0,#VALUE!,1,1
12372,R,37,1,#VALUE!,1,1
12373,R,38,1,#VALUE!,1,1
12374,A,26,0,#VALUE!,1,1
12375,R,45,1,#VALUE!,1,1
12376,R,36,0,262,1,1
12377,R,33,1,#VALUE!,1,1
12378,R,44,1,#VALUE!,1,1
12379,R,78,1,#VALUE!,1,1
12380,R,26,1,#VALUE!,1,1
12381,R,34,1,#VALUE!,1,1
12382,R,23,1,#VALUE!,1,1
12383,R,26,1,#VALUE!,1,1
12384,R,23,1,#VALUE!,1,1
12385,R,36,0,128,1,1
12386,R,23,0,#VALUE!,1,1
12387,R,24,1,#VALUE!,1,1
12388,R,26,1,#VALUE!,1,1
12389,R,25,1,#VALUE!,1,1
12390,R,28,1,#VALUE!,1,1
12391,R,25,1,#VALUE!,1,1
12392,R,28,1,#VALUE!,1,1
12393,R,23,1,294,1,1
12394,R,26,1,#VALUE!,1,1
12395,B,38,1,#VALUE!,1,1
12396,R,25,1,#VALUE!,1,1
12397,R,23,1,#VALUE!,1,1
12398,R,52,1,#VALUE!,1,1
12399,R,31,1,309,1,1
12400,R,41,0,#VALUE!,1,1
12401,R,62,1,#VALUE!,1,1
12402,R,30,0,#VALUE!,1,1
12403,R,37,0,#VALUE!,1,1
12404,R,25,1,#VALUE!,1,1
12405,B,30,1,#VALUE!,1,1
12406,R,36,1,101,1,1
12407,B,28,1,#VALUE!,1,1
12408,R,22,1,#VALUE!,1,1
12409,R,52,1,#VALUE!,1,1
12410,R,24,1,#VALUE!,1,1
